lesson,source_section,source_subsection,item_no,source_page,grammar_point_id,target_form,cue,cue_form,prompt,answer,full_answer_sentence,notes,source_locator
L37,練習B,2,1,5,G3,所有物受身,紹介します,ます形,妹はわたしに友達を紹介しました→わたしは妹に友達を（紹介します→＿＿）。,紹介されました,わたしは妹に友達を紹介されました。,,"L37, 練習B 2, 1"
L37,練習B,2,2,5,G3,所有物受身,頼みます,ます形,母は時々わたしに買い物を頼みます→わたしは時々母に買い物を（頼みます→＿＿）。,頼まれます,わたしは時々母に買い物を頼まれます。,,"L37, 練習B 2, 2"
L37,練習B,2,3,5,G3,所有物受身,質問します,ます形,クララさんはわたしに歌舞伎について質問しました→わたしはクララさんに歌舞伎について（質問します→＿＿）。,質問されました,わたしはクララさんに歌舞伎について質問されました。,,"L37, 練習B 2, 3"
L37,練習B,2,4,5,G3,所有物受身,言います,ます形,父はわたしにテレビを見てはいけないと言いました→わたしは父にテレビを見てはいけないと（言います→＿＿）。,言われました,わたしは父にテレビを見てはいけないと言われました。,,"L37, 練習B 2, 4"
L37,練習B,3,例,5,G3,所有物受身,壊します,ます形,弟がわたしのパソコンを壊しました→わたしは弟にパソコンを（壊します→＿＿）。,壊されました,わたしは弟にパソコンを壊されました。,,"L37, 練習B 3, 例"
L37,練習B,3,1,5,G3,所有物受身,とります,ます形,泥棒がわたしのカメラをとりました→わたしは泥棒にカメラを（とります→＿＿）。,とられました,わたしは泥棒にカメラをとられました。,,"L37, 練習B 3, 1"
L37,練習B,3,2,5,G3,所有物受身,汚します,ます形,子どもがわたしの服を汚しました→わたしは子どもに服を（汚します→＿＿）。,汚されました,わたしは子どもに服を汚されました。,,"L37, 練習B 3, 2"
L37,練習B,3,3,5,G3,所有物受身,踏みます,ます形,電車で隣の人がわたしの足を踏みました→わたしは電車で隣の人に足を（踏みます→＿＿）。,踏まれました,わたしは電車で隣の人に足を踏まれました。,,"L37, 練習B 3, 3"
L37,練習B,3,4,5,G3,所有物受身,捨てます,ます形,母がわたしの漫画の本を捨てました→わたしは母に漫画の本を（捨てます→＿＿）。,捨てられました,わたしは母に漫画の本を捨てられました。,,"L37, 練習B 3, 4"
L37,練習B,4,例,5,G3,所有物受身,踏みます,ます形,どうしたんですか。…足を（踏みます→＿＿）んです。,踏まれた,足を踏まれたんです。,絵問題,"L37, 練習B 4, 例"
L37,練習B,4,1,5,G3,所有物受身,汚します,ます形,どうしたんですか。…服を（汚します→＿＿）んです。,汚された,服を汚されたんです。,絵問題 モデル解答,"L37, 練習B 4, 1"
L37,練習B,4,2,5,G3,所有物受身,泣きます,ます形,どうしたんですか。…赤ちゃんに（泣きます→＿＿）んです。,泣かれた,赤ちゃんに泣かれたんです。,絵問題 モデル解答,"L37, 練習B 4, 2"
L37,練習B,4,3,5,G2,直接受身,嫌います,ます形,どうしたんですか。…彼女に（嫌います→＿＿）んです。,嫌われた,彼女に嫌われたんです。,絵問題 モデル解答,"L37, 練習B 4, 3"
L37,練習B,4,4,5,G3,所有物受身,刺します,ます形,どうしたんですか。…蜂に（刺します→＿＿）んです。,刺された,蜂に刺されたんです。,絵問題 モデル解答,"L37, 練習B 4, 4"
L37,練習B,5,例,5,G4,事物受身,発見します,ます形,フランスで昔の日本の絵を発見しました→フランスで昔の日本の絵が（発見します→＿＿）。,発見されました,フランスで昔の日本の絵が発見されました。,,"L37, 練習B 5, 例"
L37,練習B,5,1,5,G4,事物受身,選びます,ます形,1700年に始めてアメリカの大統領を選びました→1700年に始めてアメリカの大統領が（選びます→＿＿）。,選ばれました,1700年に始めてアメリカの大統領が選ばれました。,,"L37, 練習B 5, 1"
L37,練習B,5,2,5,G4,事物受身,開きます,ます形,この町で国際会議を開きます→この町で国際会議が（開きます→＿＿）。,開かれます,この町で国際会議が開かれます。,,"L37, 練習B 5, 2"
L37,練習B,5,3,5,G4,事物受身,造ります,ます形,350年ぐらいまえに日光の東照宮を造りました→350年ぐらいまえに日光の東照宮が（造ります→＿＿）。,造られました,350年ぐらいまえに日光の東照宮が造られました。,,"L37, 練習B 5, 3"
L37,練習B,5,4,5,G4,事物受身,行います,ます形,甲子園で毎年高校野球の試合を行います→甲子園で毎年高校野球の試合が（行います→＿＿）。,行われます,甲子園で毎年高校野球の試合が行われます。,,"L37, 練習B 5, 4"
L37,練習B,6,例,5,G4,事物受身,建てます,ます形,このお寺はいつ（建てます→＿＿）か。…江戸時代に（建てます→＿＿）。,建てられました｜建てられました,このお寺はいつ建てられましたか。…江戸時代に建てられました。,,"L37, 練習B 6, 例"
L37,練習B,6,1,5,G4,事物受身,開きます,ます形,次の会議はどこで（開きます→＿＿）か。…神戸で（開きます→＿＿）。,開かれます｜開かれます,次の会議はどこで開かれますか。…神戸で開かれます。,,"L37, 練習B 6, 1"
L37,練習B,6,2,5,G4,事物受身,行います,ます形,運動会はいつ（行います→＿＿）か。…今度の日曜日に（行います→＿＿）。,行われます｜行われます,運動会はいつ行われますか。…今度の日曜日に行われます。,,"L37, 練習B 6, 2"
L37,練習B,6,3,5,G4,事物受身,書きます,ます形,この小説はいつ（書きます→＿＿）か。…500年ぐらいまえに（書きます→＿＿）。,書かれました｜書かれました,この小説はいつ書かれましたか。…500年ぐらいまえに書かれました。,,"L37, 練習B 6, 3"
L37,練習B,6,4,5,G4,事物受身,輸出します,ます形,この車はどこへ（輸出します→＿＿）か。…世界中に（輸出します→＿＿）。,輸出されます｜輸出されます,この車はどこへ輸出されますか。…世界中に輸出されます。,,"L37, 練習B 6, 4"
L37,練習B,6,5,5,G6,から,造ります,ます形,ビールは何から（造ります→＿＿）か。…麦から（造ります→＿＿）。,造られます｜造られます,ビールは何から造られますか。…麦から造られます。,原料,"L37, 練習B 6, 5"
L37,練習B,6,6,5,G6,で,作ります,ます形,日本の家は昔何で（作ります→＿＿）か。…木で（作ります→＿＿）。,作られました｜作られました,日本の家は昔何で作られましたか。…木で作られました。,材料,"L37, 練習B 6, 6"
L37,練習B,7,例,6,G4,事物受身,歌います,ます形,教会でこの歌を歌います→この歌は教会で（歌います→＿＿）います。,歌われて,この歌は教会で歌われています。,,"L37, 練習B 7, 例"
L37,練習B,7,1,6,G4,事物受身,使います,ます形,中国や日本などで漢字を使います→漢字は中国や日本などで（使います→＿＿）います。,使われて,漢字は中国や日本などで使われています。,,"L37, 練習B 7, 1"
L37,練習B,7,2,6,G4,事物受身,食べます,ます形,イタリアやスペインでもこの魚を食べます→この魚はイタリアやスペインでも（食べます→＿＿）います。,食べられて,この魚はイタリアやスペインでも食べられています。,,"L37, 練習B 7, 2"
L37,練習B,7,3,6,G4,事物受身,翻訳します,ます形,いろいろな国のことばにこの小説を翻訳します→この小説はいろいろな国のことばに（翻訳します→＿＿）います。,翻訳されて,この小説はいろいろな国のことばに翻訳されています。,,"L37, 練習B 7, 3"
L37,練習B,7,4,6,G4,事物受身,輸入します,ます形,サウジアラビアなどから石油を輸入します→石油はサウジアラビアなどから（輸入します→＿＿）います。,輸入されて,石油はサウジアラビアなどから輸入されています。,,"L37, 練習B 7, 4"
L37,練習B,8,例,6,G5,によって受身,発明します,ます形,ベルが電話を発明しました→電話はベルによって（発明します→＿＿）。,発明されました,電話はベルによって発明されました。,,"L37, 練習B 8, 例"
L37,練習B,8,1,6,G5,によって受身,かきます,ます形,ピカソがこの絵をかきました→この絵はピカソによって（かきます→＿＿）。,かかれました,この絵はピカソによってかかれました。,,"L37, 練習B 8, 1"
L37,練習B,8,2,6,G5,によって受身,発見します,ます形,イギリス人の科学者があの星を発見しました→あの星はイギリス人の科学者によって（発見します→＿＿）。,発見されました,あの星はイギリス人の科学者によって発見されました。,,"L37, 練習B 8, 2"
L37,練習B,8,3,6,G5,によって受身,設計します,ます形,イタリア人の建築家が関西空港を設計しました→関西空港はイタリア人の建築家によって（設計します→＿＿）。,設計されました,関西空港はイタリア人の建築家によって設計されました。,,"L37, 練習B 8, 3"
L37,練習B,8,4,6,G5,によって受身,発明します,ます形,ライト兄弟が飛行機を発明しました→飛行機はライト兄弟によって（発明します→＿＿）。,発明されました,飛行機はライト兄弟によって発明されました。,,"L37, 練習B 8, 4"
L37,練習C,1,例,6,G2,直接受身,誘います,ます形,鈴木さんにデートに（誘います→＿＿）んです。,誘われた,鈴木さんにデートに誘われたんです。,,"L37, 練習C 1, 例"
L37,練習C,1,1,6,G2,直接受身,招待します,ます形,鈴木さんに誕生日のパーティーに（招待します→＿＿）んです。,招待された,鈴木さんに誕生日のパーティーに招待されたんです。,モデル解答,"L37, 練習C 1, 1"
L37,練習C,1,2,6,G2,直接受身,申し込みます,ます形,鈴木さんに結婚を（申し込みます→＿＿）んです。,申し込まれた,鈴木さんに結婚を申し込まれたんです。,モデル解答,"L37, 練習C 1, 2"
L37,練習C,2,例,6,G3,所有物受身,まちがえます,ます形,空港で荷物を（まちがえます→＿＿）んです。,まちがえられた,空港で荷物をまちがえられたんです。,,"L37, 練習C 2, 例"
L37,練習C,2,1,6,G3,所有物受身,汚します,ます形,レストランで服を（汚します→＿＿）んです。,汚された,レストランで服を汚されたんです。,モデル解答,"L37, 練習C 2, 1"
L37,練習C,2,2,6,G3,所有物受身,とります,ます形,電車の中でキャッシュカードを（とります→＿＿）んです。,とられた,電車の中でキャッシュカードをとられたんです。,モデル解答,"L37, 練習C 2, 2"
L37,練習C,3,例,6,G4,事物受身,建てます,ます形,このお寺はいつごろ（建てます→＿＿）んですか。…500年ぐらいまえに（建てます→＿＿）。,建てられた｜建てられました,このお寺はいつごろ建てられたんですか。…500年ぐらいまえに建てられました。,,"L37, 練習C 3, 例"
L37,練習C,3,1,6,G4,事物受身,かきます,ます形,この絵はいつごろ（かきます→＿＿）んですか。,かかれた,この絵はいつごろかかれたんですか。,モデル解答,"L37, 練習C 3, 1"
L37,練習C,3,2,6,G4,事物受身,造ります,ます形,この庭はいつごろ（造ります→＿＿）んですか。,造られた,この庭はいつごろ造られたんですか。,モデル解答,"L37, 練習C 3, 2"
L37,問題,3,例,7,G1,受身動詞,磨きます,ます形,（磨きます→＿＿）,磨かれます,磨かれます,受身変換練習,"L37, 問題 3, 例"
L37,問題,3,1,7,G1,受身動詞,踏みます,ます形,（踏みます→＿＿）,踏まれます,踏まれます,受身変換練習,"L37, 問題 3, 1"
L37,問題,3,2,7,G1,受身動詞,しかります,ます形,（しかります→＿＿）,しかられます,しかられます,受身変換練習,"L37, 問題 3, 2"
L37,問題,3,3,7,G1,受身動詞,選びます,ます形,（選びます→＿＿）,選ばれます,選ばれます,受身変換練習,"L37, 問題 3, 3"
L37,問題,3,4,7,G1,受身動詞,汚します,ます形,（汚します→＿＿）,汚されます,汚されます,受身変換練習,"L37, 問題 3, 4"
L37,問題,3,5,7,G1,受身動詞,飼います,ます形,（飼います→＿＿）,飼われます,飼われます,受身変換練習,"L37, 問題 3, 5"
L37,問題,3,6,7,G1,受身動詞,褒めます,ます形,（褒めます→＿＿）,褒められます,褒められます,受身変換練習,"L37, 問題 3, 6"
L37,問題,3,7,7,G1,受身動詞,捨てます,ます形,（捨てます→＿＿）,捨てられます,捨てられます,受身変換練習,"L37, 問題 3, 7"
L37,問題,3,8,7,G1,受身動詞,見ます,ます形,（見ます→＿＿）,見られます,見られます,受身変換練習,"L37, 問題 3, 8"
L37,問題,3,9,7,G1,受身動詞,連れて来ます,ます形,（連れて来ます→＿＿）,連れて来られます,連れて来られます,受身変換練習,"L37, 問題 3, 9"
L37,問題,3,10,7,G1,受身動詞,輸出します,ます形,（輸出します→＿＿）,輸出されます,輸出されます,受身変換練習,"L37, 問題 3, 10"
L37,問題,3,11,7,G1,受身動詞,注意します,ます形,（注意します→＿＿）,注意されます,注意されます,受身変換練習,"L37, 問題 3, 11"
L37,問題,4,例1,7,G2,直接受身,呼びます,ます形,警官はわたしを呼びました→わたしは警官に（呼びます→＿＿）。,呼ばれました,わたしは警官に呼ばれました。,,"L37, 問題 4, 例1"
L37,問題,4,例2,7,G3,所有物受身,とります,ます形,泥棒はわたしのかばんをとりました→わたしは泥棒にかばんを（とります→＿＿）。,とられました,わたしは泥棒にかばんをとられました。,,"L37, 問題 4, 例2"
L37,問題,4,1,7,G2,直接受身,かみます,ます形,犬はわたしをかみました→わたしは犬に（かみます→＿＿）。,かまれました,わたしは犬にかまれました。,,"L37, 問題 4, 1"
L37,問題,4,2,7,G3,所有物受身,聞きます,ます形,部長はわたしに出張について聞きました→わたしは部長に出張について（聞きます→＿＿）。,聞かれました,わたしは部長に出張について聞かれました。,,"L37, 問題 4, 2"
L37,問題,4,3,7,G3,所有物受身,まちがえます,ます形,先生はわたしの名前をまちがえました→わたしは先生に名前を（まちがえます→＿＿）。,まちがえられました,わたしは先生に名前をまちがえられました。,,"L37, 問題 4, 3"
L37,問題,4,4,7,G3,所有物受身,汚します,ます形,子どもはわたしの本を汚しました→わたしは子どもに本を（汚します→＿＿）。,汚されました,わたしは子どもに本を汚されました。,,"L37, 問題 4, 4"
L37,問題,5,例,7,G4,事物受身,翻訳します,ます形,この本はいろいろなことばに（翻訳します→＿＿）います。,翻訳されて,この本はいろいろなことばに翻訳されています。,,"L37, 問題 5, 例"
L37,問題,5,1,7,G4,事物受身,使います,ます形,漢字は中国や日本で（使います→＿＿）います。,使われて,漢字は中国や日本で使われています。,,"L37, 問題 5, 1"
L37,問題,5,2,7,G4,事物受身,輸入します,ます形,中国からお茶が（輸入します→＿＿）います。,輸入されて,中国からお茶が輸入されています。,,"L37, 問題 5, 2"
L37,問題,5,3,7,G4,事物受身,作ります,ます形,この工場で毎月テレビが1,000台（作ります→＿＿）います。,作られて,この工場で毎月テレビが1,000台作られています。,,"L37, 問題 5, 3"
L37,問題,5,4,7,G4,事物受身,食べます,ます形,米は特にアジアで（食べます→＿＿）います。,食べられて,米は特にアジアで食べられています。,,"L37, 問題 5, 4"
L37,問題,6,例,7,G3,助詞を,捨てます,助詞,父に漫画の本（＿）捨てられました。,を,父に漫画の本を捨てられました。,助詞選擇,"L37, 問題 6, 例"
L37,問題,6,1,7,G3,助詞に,注意します,助詞,わたしは母（＿）ことばの使い方を注意されました。,に,わたしは母にことばの使い方を注意されました。,助詞選擇,"L37, 問題 6, 1"
L37,問題,6,2,7,G4,助詞が,開きます,助詞,1964年に東京でオリンピック（＿）開かれました。,が,1964年に東京でオリンピックが開かれました。,助詞選擇,"L37, 問題 6, 2"
L37,問題,6,3,7,G6,助詞で,作ります,助詞,この服は紙（＿）作られています。,で,この服は紙で作られています。,助詞選擇 材料,"L37, 問題 6, 3"
L37,問題,6,4,8,G5,によって,発明します,助詞,電話はベル（＿）発明されました。,によって,電話はベルによって発明されました。,助詞選擇,"L37, 問題 6, 4"
L37,問題,7,本文1,8,G4,事物受身,建てます,ます形,日光の東照宮は17世紀の初めに（建てます→＿＿）。,建てられました,日光の東照宮は17世紀の初めに建てられました。,読み物,"L37, 問題 7, 本文1"
L37,問題,7,本文2,8,G2,直接受身,言います,ます形,これは眠っている猫の彫刻で、左甚五郎が彫ったと（言います→＿＿）います。,言われて,これは眠っている猫の彫刻で、左甚五郎が彫ったと言われています。,読み物,"L37, 問題 7, 本文2"
L37,問題,7,本文3,8,G3,所有物受身,切ります,ます形,彼は若いときから彫刻がとても上手でしたが、悪い仲間に右手を（切ります→＿＿）しまいました。,切られて,悪い仲間に右手を切られてしまいました。,読み物,"L37, 問題 7, 本文3"
L37,問題,7,本文4,8,G2,直接受身,呼びます,ます形,それで「左」甚五郎と（呼びます→＿＿）。,呼ばれました,それで「左」甚五郎と呼ばれました。,読み物,"L37, 問題 7, 本文4"
L37,問題,7,3,8,G5,によって受身,作ります,ます形,東照宮の「眠り猫」は左甚五郎によって（作ります→＿＿）。,作られました,東照宮の「眠り猫」は左甚五郎によって作られました。,読み物 内容理解 ○,"L37, 問題 7, 3"
