lesson,source_section,source_subsection,item_no,source_page,grammar_point_id,target_form,cue,cue_form,prompt,answer,full_answer_sentence,notes,source_locator
L36,練習A,1,1-2,4,G1,目的のように,話せます,可能動詞ます形,（話せます→＿＿）ように、毎日練習します。,話せる,日本語が話せるように、毎日練習します。,,"L36, 練習A 1, 1-2"
L36,練習A,1,1-3,4,G1,目的のように,遅れます,ます形／ない,新幹線に（遅れます→＿＿）ように、早くうちを出ます。,遅れない,新幹線に遅れないように、早くうちを出ます。,,"L36, 練習A 1, 1-3"
L36,練習A,1,1-4,4,G1,目的のように,忘れます,ます形／ない,電話番号を（忘れます→＿＿）ように、メモしておきます。,忘れない,電話番号を忘れないように、メモしておきます。,,"L36, 練習A 1, 1-4"
L36,練習A,2,2-1,4,G2,可能ようになります,わかります,ます形,テレビの日本語がかなり（わかります→＿＿）ようになりました。,わかる,テレビの日本語がかなりわかるようになりました。,,"L36, 練習A 2, 2-1"
L36,練習A,2,2-2,4,G2,可能ようになります,言えます,可能動詞ます形,日本語で自分の意見が（言えます→＿＿）ようになりました。,言える,日本語で自分の意見が言えるようになりました。,,"L36, 練習A 2, 2-2"
L36,練習A,2,2-3,4,G2,可能ようになります,打てます,可能動詞ます形,ワープロが速く（打てます→＿＿）ようになりました。,打てる,ワープロが速く打てるようになりました。,,"L36, 練習A 2, 2-3"
L36,練習A,3,3-1,4,G2,可能ようになります,かけられます,可能動詞ます形,日本語で電話が（かけられます→＿＿）ようになりましたか。,かけられる,日本語で電話がかけられるようになりましたか。,,"L36, 練習A 3, 3-1"
L36,練習A,3,3-2,4,G2,可能ようになります,読めます,可能動詞ます形,新聞の漢字が（読めます→＿＿）ようになりましたか。,読める,新聞の漢字が読めるようになりましたか。,,"L36, 練習A 3, 3-2"
L36,練習A,3,3-3,4,G2,可能ようになります,できます,ます形,コンピューターの操作が（できます→＿＿）ようになりましたか。,できる,コンピューターの操作ができるようになりましたか。,,"L36, 練習A 3, 3-3"
L36,練習A,4,4-1,4,G3,否定なくなります,行けます,可能動詞ます形,あした遊びに（行けます→＿＿）なりました。,行けなく,あした遊びに行けなくなりました。,,"L36, 練習A 4, 4-1"
L36,練習A,4,4-2,4,G3,否定なくなります,読めます,可能動詞ます形,小さい字が（読めます→＿＿）なりました。,読めなく,小さい字が読めなくなりました。,,"L36, 練習A 4, 4-2"
L36,練習A,4,4-3,4,G3,否定なくなります,出席できます,ます形,結婚式に（出席できます→＿＿）なりました。,出席できなく,結婚式に出席できなくなりました。,,"L36, 練習A 4, 4-3"
L36,練習A,5,5-1,4,G4,習慣ようにしています,帰ります,ます形,仕事が忙しくても、10時までにうちへ（帰ります→＿＿）ようにしています。,帰る,仕事が忙しくても、10時までにうちへ帰るようにしています。,,"L36, 練習A 5, 5-1"
L36,練習A,5,5-2,4,G4,習慣ようにしています,遊びます,ます形,子どもと（遊びます→＿＿）ようにしています。,遊ぶ,子どもと遊ぶようにしています。,,"L36, 練習A 5, 5-2"
L36,練習A,5,5-3,4,G4,習慣ようにしています,休みます,ます形／ない,スポーツクラブは（休みます→＿＿）ようにしています。,休まない,スポーツクラブは休まないようにしています。,,"L36, 練習A 5, 5-3"
L36,練習A,5,5-4,4,G4,習慣ようにしています,残業します,ます形／ない,（残業します→＿＿）ようにしています。,残業しない,残業しないようにしています。,,"L36, 練習A 5, 5-4"
L36,練習A,6,6-1,4,G5,依頼ようにしてください,食べます,ます形,もっと野菜を（食べます→＿＿）ようにしてください。,食べる,もっと野菜を食べるようにしてください。,,"L36, 練習A 6, 6-1"
L36,練習A,6,6-2,4,G5,依頼ようにしてください,連絡します,ます形,会社を休むときは、必ず（連絡します→＿＿）ようにしてください。,連絡する,会社を休むときは、必ず連絡するようにしてください。,,"L36, 練習A 6, 6-2"
L36,練習A,6,6-3,4,G5,依頼ようにしてください,なくします,ます形／ない,絶対にパスポートを（なくします→＿＿）ようにしてください。,なくさない,絶対にパスポートをなくさないようにしてください。,,"L36, 練習A 6, 6-3"
L36,練習A,6,6-4,4,G5,依頼ようにしてください,まちがえます,ます形／ない,人の名前を（まちがえます→＿＿）ようにしてください。,まちがえない,人の名前をまちがえないようにしてください。,,"L36, 練習A 6, 6-4"
L36,練習B,1,例1,5,G1,目的のように,読めます,可能動詞ます形,新聞が（読めます→＿＿）ように、漢字を勉強します。,読める,新聞が読めるように、漢字を勉強します。,,"L36, 練習B 1, 例1"
L36,練習B,1,例2,5,G1,目的のように,心配します,ます形／ない,家族が（心配します→＿＿）ように、手紙を書きます。,心配しない,家族が心配しないように、手紙を書きます。,,"L36, 練習B 1, 例2"
L36,練習B,1,1,5,G1,目的のように,聞こえます,ます形,はっきり（聞こえます→＿＿）ように、大きい声で言ってください。,聞こえる,はっきり聞こえるように、大きい声で言ってください。,,"L36, 練習B 1, 1"
L36,練習B,1,2,5,G1,目的のように,働けます,可能動詞ます形,年を取っても、（働けます→＿＿）ように、健康に気をつけています。,働ける,年を取っても、働けるように、健康に気をつけています。,,"L36, 練習B 1, 2"
L36,練習B,1,3,5,G1,目的のように,忘れます,ます形／ない,約束の時間を（忘れます→＿＿）ように、メモしておきます。,忘れない,約束の時間を忘れないように、メモしておきます。,,"L36, 練習B 1, 3"
L36,練習B,1,4,5,G1,目的のように,まちがえます,ます形／ない,道を（まちがえます→＿＿）ように、地図を持って行きましょう。,まちがえない,道をまちがえないように、地図を持って行きましょう。,,"L36, 練習B 1, 4"
L36,練習B,2,例1,5,G1,目的のように,踊れます,可能動詞ます形,ええ。パーティーで（踊れます→＿＿）ように、練習しているんです。,踊れる,ええ。パーティーで踊れるように、練習しているんです。,,"L36, 練習B 2, 例1"
L36,練習B,2,例2,5,G1,目的のように,困ります,ます形／ない,ええ。年を取ってから、（困ります→＿＿）ように、貯金します。,困らない,ええ。年を取ってから、困らないように、貯金します。,,"L36, 練習B 2, 例2"
L36,練習B,2,1,5,G1,目的のように,教えられます,可能動詞ます形,国へ帰ってから、（教えられます→＿＿）ように、柔道を習っているんです。,教えられる,国へ帰ってから、教えられるように、柔道を習っているんです。,モデル解答,"L36, 練習B 2, 1"
L36,練習B,2,2,5,G1,目的のように,出られます,可能動詞ます形,試合に（出られます→＿＿）ように、毎日テニスを練習しているんです。,出られる,試合に出られるように、毎日テニスを練習しているんです。,モデル解答,"L36, 練習B 2, 2"
L36,練習B,2,3,5,G1,目的のように,入ります,ます形／ない,子どもが（入ります→＿＿）ように、「立入禁止」の紙がはってあります。,入らない,子どもが入らないように、「立入禁止」の紙がはってあります。,モデル解答,"L36, 練習B 2, 3"
L36,練習B,2,4,5,G1,目的のように,見えます,ます形／ない,外からうちの中が（見えます→＿＿）ように、夜はいつもカーテンを閉めるんです。,見えない,外からうちの中が見えないように、夜はいつもカーテンを閉めるんです。,モデル解答,"L36, 練習B 2, 4"
L36,練習B,3,例,5,G2,可能ようになります,話せます,可能動詞ます形,日本語が少し（話せます→＿＿）ようになりました。,話せる,日本語が少し話せるようになりました。,,"L36, 練習B 3, 例"
L36,練習B,3,1,5,G2,可能ようになります,読めます,可能動詞ます形,新聞の漢字がほとんど（読めます→＿＿）ようになりました。,読める,新聞の漢字がほとんど読めるようになりました。,,"L36, 練習B 3, 1"
L36,練習B,3,2,5,G2,可能ようになります,わかります,ます形,テレビのニュースがかなり（わかります→＿＿）ようになりました。,わかる,テレビのニュースがかなりわかるようになりました。,,"L36, 練習B 3, 2"
L36,練習B,3,3,5,G2,可能ようになります,寝られます,可能動詞ます形,このごろよく（寝られます→＿＿）ようになりました。,寝られる,このごろよく寝られるようになりました。,,"L36, 練習B 3, 3"
L36,練習B,3,4,5,G2,可能ようになります,打てます,可能動詞ます形,ワープロがやっと（打てます→＿＿）ようになりました。,打てる,ワープロがやっと打てるようになりました。,,"L36, 練習B 3, 4"
L36,練習B,4,例,5,G2,可能ようになります,乗れます,可能動詞ます形,もう自転車に（乗れます→＿＿）ようになりましたか。,乗れる,もう自転車に乗れるようになりましたか。,,"L36, 練習B 4, 例"
L36,練習B,4,1,5,G2,可能ようになります,使えます,可能動詞ます形,もうパソコンが（使えます→＿＿）ようになりましたか。,使える,もうパソコンが使えるようになりましたか。,,"L36, 練習B 4, 1"
L36,練習B,4,2,5,G2,可能ようになります,書けます,可能動詞ます形,もう日本語でレポートが（書けます→＿＿）ようになりましたか。,書ける,もう日本語でレポートが書けるようになりましたか。,,"L36, 練習B 4, 2"
L36,練習B,4,3,5,G2,可能ようになります,弾けます,可能動詞ます形,もうショパンの曲が（弾けます→＿＿）ようになりましたか。,弾ける,もうショパンの曲が弾けるようになりましたか。,,"L36, 練習B 4, 3"
L36,練習B,4,4,5,G2,可能ようになります,読めます,可能動詞ます形,もう日本語の新聞が（読めます→＿＿）ようになりましたか。,読める,もう日本語の新聞が読めるようになりましたか。,,"L36, 練習B 4, 4"
L36,練習B,5,例,5,G3,否定なくなります,着られます,可能動詞ます形,太りましたから、服が（着られます→＿＿）なりました。,着られなく,太りましたから、服が着られなくなりました。,,"L36, 練習B 5, 例"
L36,練習B,5,1,5,G3,否定なくなります,行けます,可能動詞ます形,子どもが病気になりましたから、旅行に（行けます→＿＿）なりました。,行けなく,子どもが病気になりましたから、旅行に行けなくなりました。,,"L36, 練習B 5, 1"
L36,練習B,5,2,6,G3,否定なくなります,食べられます,可能動詞ます形,歯が悪くなりましたから、硬い物が（食べられます→＿＿）なりました。,食べられなく,歯が悪くなりましたから、硬い物が食べられなくなりました。,,"L36, 練習B 5, 2"
L36,練習B,5,3,6,G3,否定なくなります,飼えます,可能動詞ます形,マンションに引っ越ししましたから、犬が（飼えます→＿＿）なりました。,飼えなく,マンションに引っ越ししましたから、犬が飼えなくなりました。,,"L36, 練習B 5, 3"
L36,練習B,5,4,6,G3,否定なくなります,見えます,ます形,うちの前に高いビルができましたから、海が（見えます→＿＿）なりました。,見えなく,うちの前に高いビルができましたから、海が見えなくなりました。,,"L36, 練習B 5, 4"
L36,練習B,6,例1,6,G4,習慣ようにしています,歩きます,ます形,できるだけ毎日（歩きます→＿＿）ようにしています。,歩く,できるだけ毎日歩くようにしています。,,"L36, 練習B 6, 例1"
L36,練習B,6,例2,6,G4,習慣ようにしています,乗ります,ます形／ない,できるだけエレベーターに（乗ります→＿＿）ようにしています。,乗らない,できるだけエレベーターに乗らないようにしています。,,"L36, 練習B 6, 例2"
L36,練習B,6,1,6,G4,習慣ようにしています,貯金します,ます形,毎月5万円ずつ（貯金します→＿＿）ようにしています。,貯金する,毎月5万円ずつ貯金するようにしています。,,"L36, 練習B 6, 1"
L36,練習B,6,2,6,G4,習慣ようにしています,食べます,ます形,野菜をたくさん（食べます→＿＿）ようにしています。,食べる,野菜をたくさん食べるようにしています。,,"L36, 練習B 6, 2"
L36,練習B,6,3,6,G4,習慣ようにしています,買います,ます形／ない,要らない物は（買います→＿＿）ようにしています。,買わない,要らない物は買わないようにしています。,,"L36, 練習B 6, 3"
L36,練習B,6,4,6,G4,習慣ようにしています,無理をします,ます形／ない,体が弱いですから、（無理をします→＿＿）ようにしています。,無理をしない,体が弱いですから、無理をしないようにしています。,,"L36, 練習B 6, 4"
L36,練習B,7,例1,6,G5,依頼ようにしてください,守ります,ます形,規則を（守ります→＿＿）ようにしてください。,守る,規則を守るようにしてください。,,"L36, 練習B 7, 例1"
L36,練習B,7,例2,6,G5,依頼ようにしてください,遅れます,ます形／ない,約束の時間に（遅れます→＿＿）ようにしてください。,遅れない,約束の時間に遅れないようにしてください。,,"L36, 練習B 7, 例2"
L36,練習B,7,1,6,G5,依頼ようにしてください,連絡します,ます形,仕事を休むときは、必ず（連絡します→＿＿）ようにしてください。,連絡する,仕事を休むときは、必ず連絡するようにしてください。,,"L36, 練習B 7, 1"
L36,練習B,7,2,6,G5,依頼ようにしてください,磨きます,ます形,食事のあとで、必ず歯を（磨きます→＿＿）ようにしてください。,磨く,食事のあとで、必ず歯を磨くようにしてください。,,"L36, 練習B 7, 2"
L36,練習B,7,3,6,G5,依頼ようにしてください,なくします,ます形／ない,絶対にパスポートを（なくします→＿＿）ようにしてください。,なくさない,絶対にパスポートをなくさないようにしてください。,,"L36, 練習B 7, 3"
L36,練習B,7,4,6,G5,依頼ようにしてください,かけます,ます形／ない,夜11時を過ぎたら、電話を（かけます→＿＿）ようにしてください。,かけない,夜11時を過ぎたら、電話をかけないようにしてください。,,"L36, 練習B 7, 4"
L36,練習C,1,例,6,G1,目的のように,調べられます,可能動詞ます形,新しいことばを聞いたら、すぐ意味が（調べられます→＿＿）ように、持っているんです。,調べられる,新しいことばを聞いたら、すぐ意味が調べられるように、持っているんです。,,"L36, 練習C 1, 例"
L36,練習C,1,1,6,G1,目的のように,撮れます,可能動詞ます形,おもしろい物を見たら、すぐ写真が（撮れます→＿＿）ように、持っているんです。,撮れる,おもしろい物を見たら、すぐ写真が撮れるように、持っているんです。,モデル解答,"L36, 練習C 1, 1"
L36,練習C,1,2,6,G1,目的のように,連絡できます,ます形,何かあったら、（連絡できます→＿＿）ように、持っているんです。,連絡できる,何かあったら、連絡できるように、持っているんです。,モデル解答,"L36, 練習C 1, 2"
L36,練習C,2,例,6,G2,可能ようになります,たてられます,可能動詞ます形,早く上手にお茶が（たてられます→＿＿）ようになりたいです。,たてられる,早く上手にお茶がたてられるようになりたいです。,,"L36, 練習C 2, 例"
L36,練習C,2,1,6,G2,可能ようになります,出られます,可能動詞ます形,早く試合に（出られます→＿＿）ようになりたいです。,出られる,早く試合に出られるようになりたいです。,モデル解答,"L36, 練習C 2, 1"
L36,練習C,2,2,6,G2,可能ようになります,作れます,可能動詞ます形,早くおいしい料理が（作れます→＿＿）ようになりたいです。,作れる,早くおいしい料理が作れるようになりたいです。,モデル解答,"L36, 練習C 2, 2"
L36,練習C,3,例,7,G4,習慣ようにしています,食べます,ます形,最近はできるだけ魚や野菜を（食べます→＿＿）ようにしているんです。,食べる,最近はできるだけ魚や野菜を食べるようにしているんです。,,"L36, 練習C 3, 例"
L36,練習C,3,1,7,G4,習慣ようにしています,飲みます,ます形／ない,最近はできるだけお酒を（飲みます→＿＿）ようにしているんです。,飲まない,最近はできるだけお酒を飲まないようにしているんです。,モデル解答,"L36, 練習C 3, 1"
L36,練習C,3,2,7,G4,習慣ようにしています,歩きます,ます形,最近はできるだけ駅まで（歩きます→＿＿）ようにしているんです。,歩く,最近はできるだけ駅まで歩くようにしているんです。,モデル解答,"L36, 練習C 3, 2"
L36,問題,3,例1,7,G1,目的のように,聞こえます,ます形,よく（聞こえます→＿＿）ように、大きい声で話してください。,聞こえる,よく聞こえるように、大きい声で話してください。,,"L36, 問題 3, 例1"
L36,問題,3,例2,7,G1,目的のように,なります,ます形／ない,病気に（なります→＿＿）ように、食べ物に気をつけています。,ならない,病気にならないように、食べ物に気をつけています。,,"L36, 問題 3, 例2"
L36,問題,3,1,7,G1,目的のように,泳げます,可能動詞ます形,50メートル（泳げます→＿＿）ように、夏休みはできるだけプールへ練習に行こうと思っています。,泳げる,50メートル泳げるように、夏休みはできるだけプールへ練習に行こうと思っています。,,"L36, 問題 3, 1"
L36,問題,3,2,7,G1,目的のように,治ります,ます形,かぜが（治ります→＿＿）ように、薬を飲んで、ゆっくり休みます。,治る,かぜが治るように、薬を飲んで、ゆっくり休みます。,,"L36, 問題 3, 2"
L36,問題,3,3,7,G1,目的のように,なります,ます形／ない,気分が悪く（なります→＿＿）ように、船に乗るまえに、薬を飲んでおきます。,ならない,気分が悪くならないように、船に乗るまえに、薬を飲んでおきます。,,"L36, 問題 3, 3"
L36,問題,3,4,7,G1,目的のように,忘れます,ます形／ない,友達に会う約束を（忘れます→＿＿）ように、手帳に書いておきます。,忘れない,友達に会う約束を忘れないように、手帳に書いておきます。,,"L36, 問題 3, 4"
L36,問題,4,例1,7,G2,可能ようになります,打てます,可能動詞ます形,ワープロが（打てます→＿＿）ようになりましたか。…はい、＿＿。,打てる｜打てるようになりました,ワープロが打てるようになりましたか。…はい、打てるようになりました。,,"L36, 問題 4, 例1"
L36,問題,4,例2,7,G2,可能ようになります,踊れます,可能動詞ます形,タンゴが（踊れます→＿＿）ようになりましたか。…いいえ、まだ＿＿。,踊れる｜踊れません,タンゴが踊れるようになりましたか。…いいえ、まだ踊れません。,,"L36, 問題 4, 例2"
L36,問題,4,1,7,G2,可能ようになります,弾けます,可能動詞ます形,ショパンの曲が（弾けます→＿＿）ようになりましたか。…はい、やっと＿＿。,弾ける｜弾けるようになりました,ショパンの曲が弾けるようになりましたか。…はい、やっと弾けるようになりました。,,"L36, 問題 4, 1"
L36,問題,4,2,7,G2,可能ようになります,読めます,可能動詞ます形,日本語の新聞が（読めます→＿＿）ようになりましたか。…はい、かなり＿＿。,読める｜読めるようになりました,日本語の新聞が読めるようになりましたか。…はい、かなり読めるようになりました。,,"L36, 問題 4, 2"
L36,問題,4,3,7,G2,可能ようになります,かけます,可能動詞ます形,パソコンで図が（かけます→＿＿）ようになりましたか。…いいえ、まだ＿＿。,かける｜かけません,パソコンで図がかけるようになりましたか。…いいえ、まだかけません。,,"L36, 問題 4, 3"
L36,問題,4,4,7,G2,可能ようになります,できます,ます形,料理が（できます→＿＿）ようになりましたか。…ええ。でも、まだ簡単な料理しか＿＿。,できる｜できません,料理ができるようになりましたか。…ええ。でも、まだ簡単な料理しかできません。,,"L36, 問題 4, 4"
L36,問題,5,例,8,G3,否定なくなります,います,ます形／ない,川の水が汚れましたから、魚が（います→＿＿）なりました。,いなく,川の水が汚れましたから、魚がいなくなりました。,,"L36, 問題 5, 例"
L36,問題,5,1,8,G3,否定なくなります,見えます,ます形,高いビルができましたから、山が（見えます→＿＿）なりました。,見えなく,高いビルができましたから、山が見えなくなりました。,,"L36, 問題 5, 1"
L36,問題,5,2,8,G3,否定なくなります,着られます,可能動詞ます形,太りましたから、スーツが（着られます→＿＿）なりました。,着られなく,太りましたから、スーツが着られなくなりました。,,"L36, 問題 5, 2"
L36,問題,5,3,8,G3,否定なくなります,出られます,可能動詞ます形,足にけがをしましたから、試合に（出られます→＿＿）なりました。,出られなく,足にけがをしましたから、試合に出られなくなりました。,,"L36, 問題 5, 3"
L36,問題,5,4,8,G3,否定なくなります,読めます,可能動詞ます形,最近小さい字が（読めます→＿＿）なりました。,読めなく,最近小さい字が読めなくなりました。,,"L36, 問題 5, 4"
L36,問題,6,例1,8,G5,依頼ようにしてください,遅れます,ます形／ない,試験の時間に絶対に（遅れます→＿＿）ようにしてください。,遅れない,試験の時間に絶対に遅れないようにしてください。,,"L36, 問題 6, 例1"
L36,問題,6,例2,8,G4,習慣ようにしています,食べます,ます形,毎日朝ごはんを（食べます→＿＿）ようにしています。,食べる,毎日朝ごはんを食べるようにしています。,,"L36, 問題 6, 例2"
L36,問題,6,1,8,G5,依頼ようにしてください,磨きます,ます形,食事のあとで、必ず歯を（磨きます→＿＿）ようにしてください。,磨く,食事のあとで、必ず歯を磨くようにしてください。,,"L36, 問題 6, 1"
L36,問題,6,2,8,G5,依頼ようにしてください,無理をします,ます形／ない,病気になると、大変ですから、あまり（無理をします→＿＿）ようにしてください。,無理をしない,病気になると、大変ですから、あまり無理をしないようにしてください。,,"L36, 問題 6, 2"
L36,問題,6,3,8,G4,習慣ようにしています,貯金します,ます形,毎月2万円ずつ（貯金します→＿＿）ようにしています。,貯金する,毎月2万円ずつ貯金するようにしています。,,"L36, 問題 6, 3"
L36,問題,6,4,8,G4,習慣ようにしています,歩きます,ます形／ない,夜10時を過ぎたら、あの道は（歩きます→＿＿）ようにしています。,歩かない,夜10時を過ぎたら、あの道は歩かないようにしています。,,"L36, 問題 6, 4"
L36,問題,7,1,8,G2,可能ようになります,行けます,可能動詞ます形,いつごろ船で遠くまで（行けます→＿＿）ようになりましたか。…15世紀に＿＿。,行ける｜行けるようになりました,いつごろ船で遠くまで行けるようになりましたか。…15世紀に行けるようになりました。,読み物 内容理解,"L36, 問題 7, 1"
L36,問題,7,2,8,G2,可能ようになります,運べます,可能動詞ます形,汽車と汽船ができて、大勢の人やたくさんの物が（運べます→＿＿）ようになりました。,運べる,汽車と汽船ができて、大勢の人やたくさんの物が運べるようになりました。,読み物 内容理解,"L36, 問題 7, 2"
L36,問題,7,3,9,G1/G2,目的／可能,飛びます,ます形,1903年にライト兄弟の飛行機が初めて空を飛びました。だれでも宇宙へ（行けます→＿＿）ようになるでしょうか。,行ける,だれでも宇宙へ行けるようになるでしょうか。,読み物,"L36, 問題 7, 3"
