lesson,source_section,source_subsection,item_no,source_page,grammar_point_id,target_form,cue,cue_form,prompt,answer,full_answer_sentence,notes,source_locator
L38,練習A,1,1-2,4,G2,のは～です,散歩します,ます形,朝早く（散歩します→＿＿）のは気持ちがいいです。,散歩する,朝早く散歩するのは気持ちがいいです。,,"L38, 練習A 1, 1-2"
L38,練習A,1,1-3,4,G2,のは～です,参加します,ます形,ボランティアに（参加します→＿＿）のはおもしろいです。,参加する,ボランティアに参加するのはおもしろいです。,,"L38, 練習A 1, 1-3"
L38,練習A,2,2-1,4,G3,のが～です,聞きます,ます形,わたしはクラシック音楽を（聞きます→＿＿）のが好きです。,聞く,わたしはクラシック音楽を聞くのが好きです。,,"L38, 練習A 2, 2-1"
L38,練習A,2,2-2,4,G3,のが～です,かきます,ます形,絵を（かきます→＿＿）のが下手です。,かく,絵をかくのが下手です。,,"L38, 練習A 2, 2-2"
L38,練習A,2,2-3,4,G3,のが～です,歩きます,ます形,（歩きます→＿＿）のが速いです。,歩く,歩くのが速いです。,,"L38, 練習A 2, 2-3"
L38,練習A,2,2-4,4,G3,のが～です,食べます,ます形,（食べます→＿＿）のが遅いです。,食べる,食べるのが遅いです。,,"L38, 練習A 2, 2-4"
L38,練習A,3,3-1,4,G4,のを忘れました,消します,ます形,電気を（消します→＿＿）のを忘れました。,消す,電気を消すのを忘れました。,,"L38, 練習A 3, 3-1"
L38,練習A,3,3-2,4,G4,のを忘れました,飲みます,ます形,薬を（飲みます→＿＿）のを忘れました。,飲む,薬を飲むのを忘れました。,,"L38, 練習A 3, 3-2"
L38,練習A,3,3-3,4,G4,のを忘れました,連絡します,ます形,山田さんに（連絡します→＿＿）のを忘れました。,連絡する,山田さんに連絡するのを忘れました。,,"L38, 練習A 3, 3-3"
L38,練習A,4,4-1,4,G5,のを知っていますか,退院します,ます形,あした田中さんが（退院します→＿＿）のを知っていますか。,退院する,あした田中さんが退院するのを知っていますか。,,"L38, 練習A 4, 4-1"
L38,練習A,4,4-2,4,G5,のを知っていますか,ない,ます形／ない,来週の金曜日は授業が（ない→＿＿）のを知っていますか。,ない,来週の金曜日は授業がないのを知っていますか。,,"L38, 練習A 4, 4-2"
L38,練習A,4,4-3,4,G5,のを知っていますか,できます,ます形,駅前に大きなホテルが（できます→＿＿）のを知っていますか。,できた,駅前に大きなホテルができたのを知っていますか。,,"L38, 練習A 4, 4-3"
L38,練習A,5,5-1,4,G6,のは～です,生まれます,ます形,娘が（生まれます→＿＿）のは北海道の小さな町です。,生まれた,娘が生まれたのは北海道の小さな町です。,,"L38, 練習A 5, 5-1"
L38,練習A,5,5-2,4,G6,のは～です,ほしい,い形容詞,わたしが（ほしい→＿＿）のはイタリア製の靴です。,ほしい,わたしがほしいのはイタリア製の靴です。,,"L38, 練習A 5, 5-2"
L38,練習A,5,5-3,4,G6,のは～です,いちばん大切,な形容詞,（いちばん大切→＿＿）のは家族の健康です。,いちばん大切な,いちばん大切なのは家族の健康です。,な形容詞→な接続,"L38, 練習A 5, 5-3"
L38,練習B,1,例,4,G2,のは～です,話します,ます形,彼女と（話します→＿＿）のは楽しいです。,話す,彼女と話すのは楽しいです。,,"L38, 練習B 1, 例"
L38,練習B,1,1,4,G2,のは～です,通います,ます形,ラッシュの電車で毎日（通います→＿＿）のは大変です。,通う,ラッシュの電車で毎日通うのは大変です。,,"L38, 練習B 1, 1"
L38,練習B,1,2,4,G2,のは～です,飲みます,ます形,毎日お酒を（飲みます→＿＿）のは体に悪いです。,飲む,毎日お酒を飲むのは体に悪いです。,,"L38, 練習B 1, 2"
L38,練習B,1,3,4,G2,のは～です,浴びます,ます形,スポーツのあとで、シャワーを（浴びます→＿＿）のは気持ちがいいです。,浴びる,スポーツのあとで、シャワーを浴びるのは気持ちがいいです。,,"L38, 練習B 1, 3"
L38,練習B,1,4,4,G2,のは～です,運転します,ます形,電話しながら（運転します→＿＿）のは危ないです。,運転する,電話しながら運転するのは危ないです。,,"L38, 練習B 1, 4"
L38,練習B,2,例,4,G3,のが～です,育てます,ます形,わたしは花を（育てます→＿＿）のが好きです。,育てる,わたしは花を育てるのが好きです。,,"L38, 練習B 2, 例"
L38,練習B,2,1,4,G3,のが～です,散歩します,ます形,わたしは海岸を（散歩します→＿＿）のが好きです。,散歩する,わたしは海岸を散歩するのが好きです。,,"L38, 練習B 2, 1"
L38,練習B,2,2,4,G3,のが～です,負けます,ます形,わたしは（負けます→＿＿）のが嫌いです。,負ける,わたしは負けるのが嫌いです。,,"L38, 練習B 2, 2"
L38,練習B,2,3,4,G3,のが～です,褒めます,ます形,彼は子どもを（褒めます→＿＿）のが上手です。,褒める,彼は子どもを褒めるのが上手です。,,"L38, 練習B 2, 3"
L38,練習B,2,4,4,G3,のが～です,言います,ます形,彼はうそを（言います→＿＿）のが下手です。,言う,彼はうそを言うのが下手です。,,"L38, 練習B 2, 4"
L38,練習B,2,5,4,G3,のが～です,走ります,ます形,彼女は（走ります→＿＿）のが速いです。,走る,彼女は走るのが速いです。,,"L38, 練習B 2, 5"
L38,練習B,2,6,4,G3,のが～です,起きます,ます形,彼女は朝（起きます→＿＿）のが遅いです。,起きる,彼女は朝起きるのが遅いです。,,"L38, 練習B 2, 6"
L38,練習B,3,例,4,G4,のを忘れました,買います,ます形,買い物に行きましたが、卵を（買います→＿＿）のを忘れました。,買う,買い物に行きましたが、卵を買うのを忘れました。,,"L38, 練習B 3, 例"
L38,練習B,3,1,5,G4,のを忘れました,持って来ます,ます形,宿題をしましたが、きょう（持って来ます→＿＿）のを忘れました。,持って来る,宿題をしましたが、きょう持って来るのを忘れました。,,"L38, 練習B 3, 1"
L38,練習B,3,2,5,G4,のを忘れました,はります,ます形,友達に手紙を出しましたが、切手を（はります→＿＿）のを忘れました。,はる,友達に手紙を出しましたが、切手をはるのを忘れました。,,"L38, 練習B 3, 2"
L38,練習B,3,3,5,G4,のを忘れました,連絡します,ます形,住所が変わりましたが、彼女に（連絡します→＿＿）のを忘れました。,連絡する,住所が変わりましたが、彼女に連絡するのを忘れました。,,"L38, 練習B 3, 3"
L38,練習B,3,4,5,G4,のを忘れました,言います,ます形,彼をコンサートに誘いましたが、時間を（言います→＿＿）のを忘れました。,言う,彼をコンサートに誘いましたが、時間を言うのを忘れました。,,"L38, 練習B 3, 4"
L38,練習B,4,例,5,G5,のを知っていますか,結婚します,ます形,鈴木さんが（結婚します→＿＿）のを知っていますか。,結婚する,鈴木さんが結婚するのを知っていますか。,,"L38, 練習B 4, 例"
L38,練習B,4,1,5,G5,のを知っていますか,やめます,ます形,佐藤さんが会社を（やめます→＿＿）のを知っていますか。,やめる,佐藤さんが会社をやめるのを知っていますか。,,"L38, 練習B 4, 1"
L38,練習B,4,2,5,G5,のを知っていますか,入院しています,ます形,小川さんが（入院しています→＿＿）のを知っていますか。,入院している,小川さんが入院しているのを知っていますか。,,"L38, 練習B 4, 2"
L38,練習B,4,3,5,G5,のを知っていますか,発見されます,ます形,2,000年まえの町が（発見されます→＿＿）のを知っていますか。,発見された,2,000年まえの町が発見されたのを知っていますか。,,"L38, 練習B 4, 3"
L38,練習B,4,4,5,G5,のを知っていますか,負けます,ます形,きのうのサッカーの試合は日本がブラジルに（負けます→＿＿）のを知っていますか。,負けた,きのうのサッカーの試合は日本がブラジルに負けたのを知っていますか。,,"L38, 練習B 4, 4"
L38,練習B,5,例,5,G6,のは～です,できます,ます形,こい橋が（できます→＿＿）のはいつですか。,できる,こい橋ができるのはいつですか。,,"L38, 練習B 5, 例"
L38,練習B,5,1,5,G6,のは～です,買います,ます形,そのかばんを（買います→＿＿）のはどこですか。,買った,そのかばんを買ったのはどこですか。,,"L38, 練習B 5, 1"
L38,練習B,5,2,5,G6,のは～です,始まります,ます形,講義が（始まります→＿＿）のは何時ですか。,始まる,講義が始まるのは何時ですか。,,"L38, 練習B 5, 2"
L38,練習B,5,3,5,G6,のは～です,発明します,ます形,電話を（発明します→＿＿）のはだれですか。,発明した,電話を発明したのはだれですか。,,"L38, 練習B 5, 3"
L38,練習B,5,4,5,G6,のは～です,止めてあります,ます形,玄関の前に（止めてあります→＿＿）のはだれの車ですか。,止めてある,玄関の前に止めてあるのはだれの車ですか。,,"L38, 練習B 5, 4"
L38,練習B,5,5,5,G6,のは～です,有名,な形容詞,あなたの国のお土産でいちばん（有名→＿＿）のは何ですか。,有名な,あなたの国のお土産でいちばん有名なのは何ですか。,な形容詞→な接続,"L38, 練習B 5, 5"
L38,練習B,5,6,5,G6,のは～です,安い,い形容詞,このカメラだけ値段が（安い→＿＿）のはどうしてですか。,安い,このカメラだけ値段が安いのはどうしてですか。,,"L38, 練習B 5, 6"
L38,練習B,6,例,5,G6,のは～です,生まれます,ます形,わたしが（生まれます→＿＿）のは九州の小さな町です。,生まれた,わたしが生まれたのは九州の小さな町です。,,"L38, 練習B 6, 例"
L38,練習B,6,1,5,G6,のは～です,亡くなります,ます形,父が（亡くなります→＿＿）のは3年まえです。,亡くなった,父が亡くなったのは3年まえです。,,"L38, 練習B 6, 1"
L38,練習B,6,2,5,G6,のは～です,研究しています,ます形,彼女が（研究しています→＿＿）のは「源氏物語」です。,研究している,彼女が研究しているのは「源氏物語」です。,,"L38, 練習B 6, 2"
L38,練習B,6,3,5,G6,のは～です,通っています,ます形,子どもが（通っています→＿＿）のはあの中学校です。,通っている,子どもが通っているのはあの中学校です。,,"L38, 練習B 6, 3"
L38,練習B,6,4,5,G6,のは～です,折ります,ます形,桜の木の枝を（折ります→＿＿）のはわたしです。,折った,桜の木の枝を折ったのはわたしです。,,"L38, 練習B 6, 4"
L38,練習B,6,5,5,G6,のは～です,忙しい,い形容詞,1年でいちばん（忙しい→＿＿）のは12月です。,忙しい,1年でいちばん忙しいのは12月です。,,"L38, 練習B 6, 5"
L38,練習B,6,6,5,G6,のは～です,簡単,な形容詞,いちばん（簡単→＿＿）のはこのやり方です。,簡単な,いちばん簡単なのはこのやり方です。,な形容詞→な接続,"L38, 練習B 6, 6"
L38,練習C,1,例,5,G3,のが～です,見ます,ます形,わたしは外を（見ます→＿＿）のが好きなんです。外を（見ます→＿＿）のはおもしろいですよ。,見る｜見る,わたしは外を見るのが好きなんです。外を見るのはおもしろいですよ。,,"L38, 練習C 1, 例"
L38,練習C,1,1,5,G2,のは～です,歩きます,ます形,わたしはエレベーターを使わないんです。（歩きます→＿＿）のは体にいいですよ。,歩く,歩くのは体にいいですよ。,モデル解答,"L38, 練習C 1, 1"
L38,練習C,1,2,5,G2,のは～です,書きます,ます形,わたしはワープロで手紙を書かないんです。手で（書きます→＿＿）のは楽しいですよ。,書く,手で書くのは楽しいですよ。,モデル解答,"L38, 練習C 1, 2"
L38,練習C,2,例,6,G4,のを忘れました,掛けます,ます形,机のかぎを（掛けます→＿＿）のを忘れました。,掛ける,机のかぎを掛けるのを忘れました。,,"L38, 練習C 2, 例"
L38,練習C,2,1,6,G4,のを忘れました,しまいます,ます形,書類を（しまいます→＿＿）のを忘れました。,しまう,書類をしまうのを忘れました。,モデル解答,"L38, 練習C 2, 1"
L38,練習C,2,2,6,G4,のを忘れました,切ります,ます形,コンピューターの電源を（切ります→＿＿）のを忘れました。,切る,コンピューターの電源を切るのを忘れました。,モデル解答,"L38, 練習C 2, 2"
L38,練習C,3,例,6,G6,のは～です,参加します,ます形,旅行に（参加します→＿＿）のは何人ですか。,参加する,旅行に参加するのは何人ですか。,,"L38, 練習C 3, 例"
L38,練習C,3,1,6,G6,のは～です,見学します,ます形,広島で（見学します→＿＿）のはどこですか。,見学する,広島で見学するのはどこですか。,モデル解答,"L38, 練習C 3, 1"
L38,練習C,3,2,6,G6,のは～です,着きます,ます形,東京駅に（着きます→＿＿）のは何時ですか。,着く,東京駅に着くのは何時ですか。,モデル解答,"L38, 練習C 3, 2"
L38,問題,3,例,6,G3,のが～です,登ります,ます形,わたしは（山に登ります→＿＿）のが好きです。,山に登る,わたしは山に登るのが好きです。,,"L38, 問題 3, 例"
L38,問題,3,1,6,G3,のが～です,作ります,ます形,田中さんは（ケーキを作ります→＿＿）のが上手です。,ケーキを作る,田中さんはケーキを作るのが上手です。,,"L38, 問題 3, 1"
L38,問題,3,2,6,G4,のを忘れました,書きます,ます形,山田さんはレポートに（名前を書きます→＿＿）のを忘れました。,名前を書く,山田さんはレポートに名前を書くのを忘れました。,,"L38, 問題 3, 2"
L38,問題,3,3,6,G5,のを知っていますか,変わります,ます形,池田さんは（パワー電気の電話番号が先月変わります→＿＿）のを知りませんでした。,変わった,池田さんはパワー電気の電話番号が先月変わったのを知りませんでした。,,"L38, 問題 3, 3"
L38,問題,3,4,6,G2,のは～です,持ちます,ます形,一人で（この箱を持ちます→＿＿）のは無理です。,この箱を持つ,一人でこの箱を持つのは無理です。,,"L38, 問題 3, 4"
L38,問題,4,例,7,G6,のは～です,運転します,ます形,あなたが車を運転していたんですか。…いいえ。（運転します→＿＿）のは妻です。,運転していた,運転していたのは妻です。,,"L38, 問題 4, 例"
L38,問題,4,1,7,G6,のは～です,忙しい,い形容詞,店は昼がいちばん忙しいんですか。…いいえ。いちばん（忙しい→＿＿）のは夕方です。,忙しい,いちばん忙しいのは夕方です。,,"L38, 問題 4, 1"
L38,問題,4,2,7,G6,のは～です,生まれます,ます形,木村さんは東京で生まれたんですか。…いいえ。（生まれます→＿＿）のは九州です。,生まれた,生まれたのは九州です。,,"L38, 問題 4, 2"
L38,問題,4,3,7,G6,のは～です,とります,ます形,ほかに何かとられましたか。…いいえ。（とります→＿＿）のは財布だけです。,とられた,とられたのは財布だけです。,,"L38, 問題 4, 3"
L38,問題,4,4,7,G6,のは～です,話せます,ます形,中国語と韓国語とタイ語が話せるんですか。…いいえ。（話せます→＿＿）のは中国語だけです。,話せる,話せるのは中国語だけです。,,"L38, 問題 4, 4"
L38,問題,5,例,7,G1,助詞が,生まれます,助詞,子ども（＿）生まれます。,が,子どもが生まれます。,助詞選擇,"L38, 問題 5, 例"
L38,問題,5,1,7,G2,助詞は,します,助詞,夜遅くまで仕事をするの（＿）体によくないです。,は,夜遅くまで仕事をするのは体によくないです。,助詞選擇,"L38, 問題 5, 1"
L38,問題,5,2,7,G4,助詞を,持って来ます,助詞,カメラを持って来るの（＿）忘れました。,を,カメラを持って来るのを忘れました。,助詞選擇,"L38, 問題 5, 2"
L38,問題,5,3,7,G3,助詞が,見ます,助詞,わたしはサッカーを見るの（＿）好きです。,が,わたしはサッカーを見るのが好きです。,助詞選擇,"L38, 問題 5, 3"
L38,問題,5,4,7,G6,助詞は,来ます,助詞,わたしが始めて日本へ来たの（＿）5年まえです。,は,わたしが始めて日本へ来たのは5年まえです。,助詞選擇,"L38, 問題 5, 4"
L38,問題,6,例,7,G1,の／こと,集めます,選択肢,わたしの趣味は世界の切手を集める（①の／②こと）です。,②こと,わたしの趣味は世界の切手を集めることです。,選択問題,"L38, 問題 6, 例"
L38,問題,6,1,7,G1,の／こと,連絡します,選択肢,課長に連絡した（①の／②こと）はおとといです。,①の,課長に連絡したのはおとといです。,選択問題,"L38, 問題 6, 1"
L38,問題,6,2,7,G1,の／こと,話します,選択肢,鈴木さんはベトナム語を話す（①の／②こと）ができます。,②こと,鈴木さんはベトナム語を話すことができます。,選択問題,"L38, 問題 6, 2"
L38,問題,6,3,7,G1,の／こと,書きます,選択肢,封筒に自分の名前を書く（①の／②こと）を忘れました。,①の,封筒に自分の名前を書くのを忘れました。,選択問題,"L38, 問題 6, 3"
L38,問題,6,4,7,G1,の／こと,しかります,選択肢,わたしは母にしかられた（①の／②こと）があります。,②こと,わたしは母にしかられたことがあります。,選択問題,"L38, 問題 6, 4"
L38,問題,7,本文1,7,G3,のが～です,読みます,ます形,姉のしずかは本を読んだり犬の世話をしたりするのが好きです。特に外国の小説が好きで、本を（読みます→＿＿）でいると、時間がたつのを忘れてしまいます。,読ん,本を読んでいると、時間がたつのを忘れてしまいます。,読み物,"L38, 問題 7, 本文1"
L38,問題,7,本文2,7,G3,のが～です,遊びます,ます形,妹のあすかは外で（遊びます→＿＿）のが大好きです。,遊ぶ,妹のあすかは外で遊ぶのが大好きです。,読み物,"L38, 問題 7, 本文2"
L38,問題,7,本文3,7,G3,のが～です,走ります,ます形,試験はいつも50点ぐらいですが、（走ります→＿＿）のはクラスでいちばん速いです。,走る,走るのはクラスでいちばん速いです。,読み物,"L38, 問題 7, 本文3"
L38,問題,7,本文4,7,G6,のは～です,考えます,ます形,何か買うときも、よく（考えます→＿＿）から、買うのはしずかです。,考えて,よく考えてから、買うのはしずかです。,読み物,"L38, 問題 7, 本文4"
L38,問題,7,本文5,7,G6,のは～です,違います,ます形,2人の性格がこんなに（違います→＿＿）のは不思議です。,違う,2人の性格がこんなに違うのは不思議です。,読み物,"L38, 問題 7, 本文5"
L38,問題,7,4,7,G6,のは～です,買います,ます形,欲しいと思ったら、すぐ（買います→＿＿）のはあすかです。,買う,欲しいと思ったら、すぐ買うのはあすかです。,読み物 内容理解 ○,"L38, 問題 7, 4"
